neighborhood,Borough,season,sighting_count,Borough_encoded,season_encoded,neighborhood_encoded,cluster,risk_level
Allerton,BRONX,Fall,130,0,0,0,1,Medium
Allerton,BRONX,Spring,122,0,1,0,1,Medium
Allerton,BRONX,Summer,143,0,2,0,1,Medium
Allerton,BRONX,Winter,102,0,3,0,1,Medium
Alphabet City,MANHATTAN,Fall,217,2,0,1,1,Medium
Alphabet City,MANHATTAN,Spring,202,2,1,1,1,Medium
Alphabet City,MANHATTAN,Summer,257,2,2,1,1,Medium
Alphabet City,MANHATTAN,Winter,127,2,3,1,0,Low
Annadale,STATEN ISLAND,Fall,7,4,0,2,0,Low
Annadale,STATEN ISLAND,Spring,8,4,1,2,0,Low
Annadale,STATEN ISLAND,Summer,21,4,2,2,0,Low
Annadale,STATEN ISLAND,Winter,1,4,3,2,0,Low
Arden Heights,STATEN ISLAND,Fall,44,4,0,3,0,Low
Arden Heights,STATEN ISLAND,Spring,49,4,1,3,0,Low
Arden Heights,STATEN ISLAND,Summer,119,4,2,3,0,Low
Arden Heights,STATEN ISLAND,Winter,25,4,3,3,0,Low
Arrochar,STATEN ISLAND,Fall,41,4,0,4,0,Low
Arrochar,STATEN ISLAND,Spring,63,4,1,4,0,Low
Arrochar,STATEN ISLAND,Summer,58,4,2,4,0,Low
Arrochar,STATEN ISLAND,Winter,9,4,3,4,0,Low
Arverne,QUEENS,Fall,2,3,0,5,0,Low
Arverne,QUEENS,Spring,5,3,1,5,0,Low
Arverne,QUEENS,Summer,9,3,2,5,0,Low
Arverne,QUEENS,Winter,13,3,3,5,0,Low
Astoria,BRONX,Spring,7,0,1,6,1,Medium
Astoria,BRONX,Winter,4,0,3,6,1,Medium
Astoria,QUEENS,Fall,596,3,0,6,2,High
Astoria,QUEENS,Spring,710,3,1,6,2,High
Astoria,QUEENS,Summer,736,3,2,6,2,High
Astoria,QUEENS,Winter,399,3,3,6,0,Low
Auburndale,QUEENS,Fall,2,3,0,7,0,Low
Auburndale,QUEENS,Spring,3,3,1,7,0,Low
Auburndale,QUEENS,Summer,5,3,2,7,0,Low
Auburndale,QUEENS,Winter,2,3,3,7,0,Low
Bath Beach,BROOKLYN,Fall,61,1,0,8,1,Medium
Bath Beach,BROOKLYN,Spring,62,1,1,8,1,Medium
Bath Beach,BROOKLYN,Summer,75,1,2,8,1,Medium
Bath Beach,BROOKLYN,Winter,47,1,3,8,1,Medium
Battery Park City,MANHATTAN,Fall,15,2,0,9,1,Medium
Battery Park City,MANHATTAN,Spring,3,2,1,9,1,Medium
Battery Park City,MANHATTAN,Summer,4,2,2,9,1,Medium
Battery Park City,MANHATTAN,Winter,4,2,3,9,0,Low
Bay Ridge,BROOKLYN,Fall,286,1,0,10,1,Medium
Bay Ridge,BROOKLYN,Spring,433,1,1,10,1,Medium
Bay Ridge,BROOKLYN,Summer,403,1,2,10,1,Medium
Bay Ridge,BROOKLYN,Winter,256,1,3,10,1,Medium
Bay Terrace,QUEENS,Spring,6,3,1,11,0,Low
Bay Terrace,QUEENS,Summer,3,3,2,11,0,Low
Bay Terrace,QUEENS,Winter,2,3,3,11,0,Low
Bay Terrace,STATEN ISLAND,Fall,14,4,0,11,0,Low
Bay Terrace,STATEN ISLAND,Spring,31,4,1,11,0,Low
Bay Terrace,STATEN ISLAND,Summer,24,4,2,11,0,Low
Bay Terrace,STATEN ISLAND,Winter,11,4,3,11,0,Low
Bayside,QUEENS,Fall,34,3,0,12,0,Low
Bayside,QUEENS,Spring,33,3,1,12,0,Low
Bayside,QUEENS,Summer,47,3,2,12,0,Low
Bayside,QUEENS,Winter,16,3,3,12,0,Low
Bedford-Stuyvesant,BROOKLYN,Fall,1416,1,0,13,2,High
Bedford-Stuyvesant,BROOKLYN,Spring,1696,1,1,13,2,High
Bedford-Stuyvesant,BROOKLYN,Summer,2170,1,2,13,2,High
Bedford-Stuyvesant,BROOKLYN,Winter,946,1,3,13,2,High
Beechhurst,QUEENS,Summer,1,3,2,14,0,Low
Belle Harbor,QUEENS,Fall,1,3,0,15,0,Low
Belle Harbor,QUEENS,Summer,1,3,2,15,0,Low
Belle Harbor,QUEENS,Winter,1,3,3,15,0,Low
Bellerose,QUEENS,Fall,10,3,0,16,0,Low
Bellerose,QUEENS,Spring,5,3,1,16,0,Low
Bellerose,QUEENS,Summer,5,3,2,16,0,Low
Bellerose,QUEENS,Winter,2,3,3,16,0,Low
Belmont,BRONX,Fall,130,0,0,17,1,Medium
Belmont,BRONX,Spring,137,0,1,17,1,Medium
Belmont,BRONX,Summer,163,0,2,17,1,Medium
Belmont,BRONX,Winter,103,0,3,17,1,Medium
Bensonhurst,BROOKLYN,Fall,128,1,0,18,1,Medium
Bensonhurst,BROOKLYN,Spring,196,1,1,18,1,Medium
Bensonhurst,BROOKLYN,Summer,143,1,2,18,1,Medium
Bensonhurst,BROOKLYN,Winter,108,1,3,18,1,Medium
Bergen Beach,BROOKLYN,Fall,14,1,0,19,1,Medium
Bergen Beach,BROOKLYN,Spring,31,1,1,19,1,Medium
Bergen Beach,BROOKLYN,Summer,30,1,2,19,1,Medium
Bergen Beach,BROOKLYN,Winter,15,1,3,19,1,Medium
Bloomfield,STATEN ISLAND,Summer,1,4,2,20,0,Low
Bloomingdale,MANHATTAN,Fall,385,2,0,21,1,Medium
Bloomingdale,MANHATTAN,Spring,461,2,1,21,1,Medium
Bloomingdale,MANHATTAN,Summer,510,2,2,21,1,Medium
Bloomingdale,MANHATTAN,Winter,317,2,3,21,1,Medium
Boerum Hill,BROOKLYN,Fall,112,1,0,22,1,Medium
Boerum Hill,BROOKLYN,Spring,126,1,1,22,1,Medium
Boerum Hill,BROOKLYN,Summer,167,1,2,22,1,Medium
Boerum Hill,BROOKLYN,Winter,88,1,3,22,1,Medium
Borough Park,BROOKLYN,Fall,159,1,0,23,1,Medium
Borough Park,BROOKLYN,Spring,199,1,1,23,1,Medium
Borough Park,BROOKLYN,Summer,199,1,2,23,1,Medium
Borough Park,BROOKLYN,Winter,120,1,3,23,1,Medium
Bowery,MANHATTAN,Fall,59,2,0,24,1,Medium
Bowery,MANHATTAN,Spring,62,2,1,24,1,Medium
Bowery,MANHATTAN,Summer,78,2,2,24,1,Medium
Bowery,MANHATTAN,Winter,38,2,3,24,0,Low
Breezy Point,QUEENS,Fall,3,3,0,25,0,Low
Breezy Point,QUEENS,Summer,4,3,2,25,0,Low
Briarwood,QUEENS,Fall,54,3,0,26,0,Low
Briarwood,QUEENS,Spring,49,3,1,26,0,Low
Briarwood,QUEENS,Summer,58,3,2,26,0,Low
Briarwood,QUEENS,Winter,24,3,3,26,0,Low
Bridge Plaza,BROOKLYN,Fall,4,1,0,27,1,Medium
Bridge Plaza,BROOKLYN,Spring,12,1,1,27,1,Medium
Bridge Plaza,BROOKLYN,Summer,18,1,2,27,1,Medium
Bridge Plaza,BROOKLYN,Winter,13,1,3,27,1,Medium
Brighton Beach,BROOKLYN,Fall,169,1,0,28,1,Medium
Brighton Beach,BROOKLYN,Spring,162,1,1,28,1,Medium
Brighton Beach,BROOKLYN,Summer,153,1,2,28,1,Medium
Brighton Beach,BROOKLYN,Winter,135,1,3,28,1,Medium
Broad Channel,QUEENS,Fall,1,3,0,29,0,Low
Broad Channel,QUEENS,Spring,1,3,1,29,0,Low
Broad Channel,QUEENS,Summer,2,3,2,29,0,Low
Broad Channel,QUEENS,Winter,1,3,3,29,0,Low
Broadway Triangle,BROOKLYN,Fall,75,1,0,30,1,Medium
Broadway Triangle,BROOKLYN,Spring,31,1,1,30,1,Medium
Broadway Triangle,BROOKLYN,Summer,29,1,2,30,1,Medium
Broadway Triangle,BROOKLYN,Winter,19,1,3,30,1,Medium
Brooklyn,BROOKLYN,Fall,94,1,0,31,1,Medium
Brooklyn,BROOKLYN,Spring,69,1,1,31,1,Medium
Brooklyn,BROOKLYN,Summer,105,1,2,31,1,Medium
Brooklyn,BROOKLYN,Winter,47,1,3,31,1,Medium
Brooklyn,MANHATTAN,Winter,1,2,3,31,0,Low
Brooklyn Heights,BROOKLYN,Fall,95,1,0,32,1,Medium
Brooklyn Heights,BROOKLYN,Spring,123,1,1,32,1,Medium
Brooklyn Heights,BROOKLYN,Summer,125,1,2,32,1,Medium
Brooklyn Heights,BROOKLYN,Winter,46,1,3,32,1,Medium
Brooklyn Navy Yard,BROOKLYN,Fall,3,1,0,33,1,Medium
Brooklyn Navy Yard,BROOKLYN,Spring,6,1,1,33,1,Medium
Brooklyn Navy Yard,BROOKLYN,Summer,2,1,2,33,1,Medium
Brownsville,BROOKLYN,Fall,154,1,0,34,1,Medium
Brownsville,BROOKLYN,Spring,144,1,1,34,1,Medium
Brownsville,BROOKLYN,Summer,150,1,2,34,1,Medium
Brownsville,BROOKLYN,Winter,107,1,3,34,1,Medium
Bulls Head,STATEN ISLAND,Fall,19,4,0,35,0,Low
Bulls Head,STATEN ISLAND,Spring,12,4,1,35,0,Low
Bulls Head,STATEN ISLAND,Summer,22,4,2,35,0,Low
Bulls Head,STATEN ISLAND,Winter,6,4,3,35,0,Low
Bushwick,BROOKLYN,Fall,1014,1,0,36,2,High
Bushwick,BROOKLYN,Spring,1469,1,1,36,2,High
Bushwick,BROOKLYN,Summer,1473,1,2,36,2,High
Bushwick,BROOKLYN,Winter,899,1,3,36,2,High
Bushwick,QUEENS,Fall,5,3,0,36,0,Low
Bushwick,QUEENS,Spring,2,3,1,36,0,Low
Bushwick,QUEENS,Summer,4,3,2,36,0,Low
Bushwick,QUEENS,Winter,1,3,3,36,0,Low
Cambria Heights,QUEENS,Fall,10,3,0,37,0,Low
Cambria Heights,QUEENS,Spring,3,3,1,37,0,Low
Cambria Heights,QUEENS,Summer,10,3,2,37,0,Low
Cambria Heights,QUEENS,Winter,3,3,3,37,0,Low
Canal Street,MANHATTAN,Summer,1,2,2,38,0,Low
Canal Street,MANHATTAN,Winter,1,2,3,38,0,Low
Canarsie,BROOKLYN,Fall,134,1,0,39,1,Medium
Canarsie,BROOKLYN,Spring,151,1,1,39,1,Medium
Canarsie,BROOKLYN,Summer,182,1,2,39,1,Medium
Canarsie,BROOKLYN,Winter,93,1,3,39,1,Medium
Carnegie Hill,MANHATTAN,Fall,54,2,0,40,1,Medium
Carnegie Hill,MANHATTAN,Spring,85,2,1,40,1,Medium
Carnegie Hill,MANHATTAN,Summer,84,2,2,40,1,Medium
Carnegie Hill,MANHATTAN,Winter,35,2,3,40,0,Low
Carroll Gardens,BROOKLYN,Fall,104,1,0,41,1,Medium
Carroll Gardens,BROOKLYN,Spring,173,1,1,41,1,Medium
Carroll Gardens,BROOKLYN,Summer,213,1,2,41,1,Medium
Carroll Gardens,BROOKLYN,Winter,109,1,3,41,1,Medium
Castleton Corners,STATEN ISLAND,Fall,32,4,0,42,0,Low
Castleton Corners,STATEN ISLAND,Spring,49,4,1,42,0,Low
Castleton Corners,STATEN ISLAND,Summer,52,4,2,42,0,Low
Castleton Corners,STATEN ISLAND,Winter,33,4,3,42,0,Low
Central Harlem,MANHATTAN,Fall,1303,2,0,43,2,High
Central Harlem,MANHATTAN,Spring,1696,2,1,43,2,High
Central Harlem,MANHATTAN,Summer,1844,2,2,43,2,High
Central Harlem,MANHATTAN,Winter,1173,2,3,43,2,High
Central Park West Historic District,MANHATTAN,Fall,656,2,0,44,2,High
Central Park West Historic District,MANHATTAN,Spring,739,2,1,44,2,High
Central Park West Historic District,MANHATTAN,Summer,878,2,2,44,2,High
Central Park West Historic District,MANHATTAN,Winter,525,2,3,44,2,High
Charleston,STATEN ISLAND,Fall,8,4,0,45,0,Low
Charleston,STATEN ISLAND,Spring,9,4,1,45,0,Low
Charleston,STATEN ISLAND,Summer,7,4,2,45,0,Low
Charleston,STATEN ISLAND,Winter,4,4,3,45,0,Low
Chelsea,MANHATTAN,Fall,188,2,0,46,1,Medium
Chelsea,MANHATTAN,Spring,245,2,1,46,1,Medium
Chelsea,MANHATTAN,Summer,277,2,2,46,1,Medium
Chelsea,MANHATTAN,Winter,148,2,3,46,0,Low
Chinatown,MANHATTAN,Fall,41,2,0,47,1,Medium
Chinatown,MANHATTAN,Spring,52,2,1,47,1,Medium
Chinatown,MANHATTAN,Summer,51,2,2,47,1,Medium
Chinatown,MANHATTAN,Winter,30,2,3,47,0,Low
City Island,BRONX,Fall,15,0,0,48,1,Medium
City Island,BRONX,Spring,5,0,1,48,1,Medium
City Island,BRONX,Summer,15,0,2,48,1,Medium
City Island,BRONX,Winter,5,0,3,48,1,Medium
Civic Center,MANHATTAN,Fall,11,2,0,49,1,Medium
Civic Center,MANHATTAN,Spring,11,2,1,49,1,Medium
Civic Center,MANHATTAN,Summer,9,2,2,49,0,Low
Civic Center,MANHATTAN,Winter,16,2,3,49,0,Low
Claremont,BRONX,Fall,82,0,0,50,1,Medium
Claremont,BRONX,Spring,79,0,1,50,1,Medium
Claremont,BRONX,Summer,58,0,2,50,1,Medium
Claremont,BRONX,Winter,56,0,3,50,1,Medium
Clason Point,BRONX,Fall,45,0,0,51,1,Medium
Clason Point,BRONX,Spring,39,0,1,51,1,Medium
Clason Point,BRONX,Summer,67,0,2,51,1,Medium
Clason Point,BRONX,Winter,36,0,3,51,1,Medium
Clearview,QUEENS,Spring,1,3,1,52,0,Low
Clearview,QUEENS,Summer,1,3,2,52,0,Low
Clifton,STATEN ISLAND,Fall,16,4,0,53,0,Low
Clifton,STATEN ISLAND,Spring,29,4,1,53,0,Low
Clifton,STATEN ISLAND,Summer,38,4,2,53,0,Low
Clifton,STATEN ISLAND,Winter,11,4,3,53,0,Low
Clinton Hill,BROOKLYN,Fall,320,1,0,54,1,Medium
Clinton Hill,BROOKLYN,Spring,429,1,1,54,1,Medium
Clinton Hill,BROOKLYN,Summer,486,1,2,54,1,Medium
Clinton Hill,BROOKLYN,Winter,292,1,3,54,1,Medium
Cobble Hill,BROOKLYN,Fall,52,1,0,55,1,Medium
Cobble Hill,BROOKLYN,Spring,99,1,1,55,1,Medium
Cobble Hill,BROOKLYN,Summer,92,1,2,55,1,Medium
Cobble Hill,BROOKLYN,Winter,47,1,3,55,1,Medium
College Point,QUEENS,Fall,8,3,0,56,0,Low
College Point,QUEENS,Spring,21,3,1,56,0,Low
College Point,QUEENS,Summer,22,3,2,56,0,Low
College Point,QUEENS,Winter,16,3,3,56,0,Low
Columbia Street Waterfront District,BROOKLYN,Fall,33,1,0,57,1,Medium
Columbia Street Waterfront District,BROOKLYN,Spring,25,1,1,57,1,Medium
Columbia Street Waterfront District,BROOKLYN,Summer,54,1,2,57,1,Medium
Columbia Street Waterfront District,BROOKLYN,Winter,18,1,3,57,1,Medium
Concord,STATEN ISLAND,Fall,18,4,0,58,0,Low
Concord,STATEN ISLAND,Spring,15,4,1,58,0,Low
Concord,STATEN ISLAND,Summer,32,4,2,58,0,Low
Concord,STATEN ISLAND,Winter,28,4,3,58,0,Low
Concourse,BRONX,Fall,105,0,0,59,1,Medium
Concourse,BRONX,Spring,71,0,1,59,1,Medium
Concourse,BRONX,Summer,105,0,2,59,1,Medium
Concourse,BRONX,Winter,61,0,3,59,1,Medium
Concourse Village,BRONX,Fall,212,0,0,60,1,Medium
Concourse Village,BRONX,Spring,212,0,1,60,1,Medium
Concourse Village,BRONX,Summer,254,0,2,60,1,Medium
Concourse Village,BRONX,Winter,193,0,3,60,1,Medium
Coney Island,BROOKLYN,Fall,98,1,0,61,1,Medium
Coney Island,BROOKLYN,Spring,108,1,1,61,1,Medium
Coney Island,BROOKLYN,Summer,121,1,2,61,1,Medium
Coney Island,BROOKLYN,Winter,91,1,3,61,1,Medium
Corona,QUEENS,Fall,125,3,0,62,0,Low
Corona,QUEENS,Spring,127,3,1,62,0,Low
Corona,QUEENS,Summer,154,3,2,62,0,Low
Corona,QUEENS,Winter,79,3,3,62,0,Low
Crown Heights,BROOKLYN,Fall,1324,1,0,63,2,High
Crown Heights,BROOKLYN,Spring,1504,1,1,63,2,High
Crown Heights,BROOKLYN,Summer,1366,1,2,63,2,High
Crown Heights,BROOKLYN,Winter,1079,1,3,63,2,High
Cypress Hills,BROOKLYN,Fall,192,1,0,64,1,Medium
Cypress Hills,BROOKLYN,Spring,199,1,1,64,1,Medium
Cypress Hills,BROOKLYN,Summer,245,1,2,64,1,Medium
Cypress Hills,BROOKLYN,Winter,155,1,3,64,1,Medium
Cypress Hills,QUEENS,Fall,1,3,0,64,0,Low
Cypress Hills,QUEENS,Spring,1,3,1,64,0,Low
Cypress Hills,QUEENS,Summer,1,3,2,64,0,Low
Diamond District,MANHATTAN,Fall,5,2,0,65,1,Medium
Diamond District,MANHATTAN,Summer,1,2,2,65,0,Low
Diamond District,MANHATTAN,Winter,5,2,3,65,0,Low
Ditmars Steinway,QUEENS,Fall,14,3,0,66,0,Low
Ditmars Steinway,QUEENS,Spring,19,3,1,66,0,Low
Ditmars Steinway,QUEENS,Summer,13,3,2,66,0,Low
Ditmars Steinway,QUEENS,Winter,6,3,3,66,0,Low
Dongan Hills,STATEN ISLAND,Fall,4,4,0,67,0,Low
Dongan Hills,STATEN ISLAND,Spring,14,4,1,67,0,Low
Dongan Hills,STATEN ISLAND,Summer,13,4,2,67,0,Low
Dongan Hills,STATEN ISLAND,Winter,4,4,3,67,0,Low
Douglaston,QUEENS,Fall,6,3,0,68,0,Low
Douglaston,QUEENS,Spring,1,3,1,68,0,Low
Douglaston,QUEENS,Summer,4,3,2,68,0,Low
Downtown Brooklyn,BROOKLYN,Fall,81,1,0,69,1,Medium
Downtown Brooklyn,BROOKLYN,Spring,60,1,1,69,1,Medium
Downtown Brooklyn,BROOKLYN,Summer,108,1,2,69,1,Medium
Downtown Brooklyn,BROOKLYN,Winter,33,1,3,69,1,Medium
Dumbo,BROOKLYN,Fall,8,1,0,70,1,Medium
Dumbo,BROOKLYN,Spring,15,1,1,70,1,Medium
Dumbo,BROOKLYN,Summer,19,1,2,70,1,Medium
Dumbo,BROOKLYN,Winter,6,1,3,70,1,Medium
Dutch Kills,QUEENS,Fall,3,3,0,71,0,Low
Dutch Kills,QUEENS,Spring,5,3,1,71,0,Low
Dutch Kills,QUEENS,Summer,8,3,2,71,0,Low
Dutch Kills,QUEENS,Winter,1,3,3,71,0,Low
Dyker Heights,BROOKLYN,Fall,141,1,0,72,1,Medium
Dyker Heights,BROOKLYN,Spring,147,1,1,72,1,Medium
Dyker Heights,BROOKLYN,Summer,168,1,2,72,1,Medium
Dyker Heights,BROOKLYN,Winter,94,1,3,72,1,Medium
East Bronx,BRONX,Fall,965,0,0,73,2,High
East Bronx,BRONX,Spring,1038,0,1,73,2,High
East Bronx,BRONX,Summer,1231,0,2,73,2,High
East Bronx,BRONX,Winter,625,0,3,73,2,High
East Elmhurst,BRONX,Summer,1,0,2,74,1,Medium
East Elmhurst,QUEENS,Fall,51,3,0,74,0,Low
East Elmhurst,QUEENS,Spring,50,3,1,74,0,Low
East Elmhurst,QUEENS,Summer,65,3,2,74,0,Low
East Elmhurst,QUEENS,Winter,25,3,3,74,0,Low
East Flatbush,BROOKLYN,Fall,162,1,0,75,1,Medium
East Flatbush,BROOKLYN,Spring,183,1,1,75,1,Medium
East Flatbush,BROOKLYN,Summer,212,1,2,75,1,Medium
East Flatbush,BROOKLYN,Winter,125,1,3,75,1,Medium
East Flushing,QUEENS,Fall,2,3,0,76,0,Low
East Flushing,QUEENS,Spring,2,3,1,76,0,Low
East Flushing,QUEENS,Summer,2,3,2,76,0,Low
East Flushing,QUEENS,Winter,1,3,3,76,0,Low
East Harlem,MANHATTAN,Fall,710,2,0,77,2,High
East Harlem,MANHATTAN,Spring,715,2,1,77,2,High
East Harlem,MANHATTAN,Summer,713,2,2,77,2,High
East Harlem,MANHATTAN,Winter,481,2,3,77,1,Medium
East New York,BROOKLYN,Fall,324,1,0,78,1,Medium
East New York,BROOKLYN,Spring,394,1,1,78,1,Medium
East New York,BROOKLYN,Summer,447,1,2,78,1,Medium
East New York,BROOKLYN,Winter,277,1,3,78,1,Medium
East New York,QUEENS,Summer,1,3,2,78,0,Low
East Village,MANHATTAN,Fall,28,2,0,79,1,Medium
East Village,MANHATTAN,Spring,37,2,1,79,1,Medium
East Village,MANHATTAN,Summer,26,2,2,79,0,Low
East Village,MANHATTAN,Winter,18,2,3,79,0,Low
East Williamsburg,BROOKLYN,Fall,129,1,0,80,1,Medium
East Williamsburg,BROOKLYN,Spring,115,1,1,80,1,Medium
East Williamsburg,BROOKLYN,Summer,190,1,2,80,1,Medium
East Williamsburg,BROOKLYN,Winter,71,1,3,80,1,Medium
Edenwald,BRONX,Fall,26,0,0,81,1,Medium
Edenwald,BRONX,Spring,46,0,1,81,1,Medium
Edenwald,BRONX,Summer,54,0,2,81,1,Medium
Edenwald,BRONX,Winter,32,0,3,81,1,Medium
Edgemere,QUEENS,Fall,1,3,0,82,0,Low
Edgemere,QUEENS,Winter,3,3,3,82,0,Low
Elmhurst,QUEENS,Fall,159,3,0,83,0,Low
Elmhurst,QUEENS,Spring,166,3,1,83,0,Low
Elmhurst,QUEENS,Summer,257,3,2,83,0,Low
Elmhurst,QUEENS,Winter,89,3,3,83,0,Low
Eltingville,STATEN ISLAND,Fall,35,4,0,84,0,Low
Eltingville,STATEN ISLAND,Spring,35,4,1,84,0,Low
Eltingville,STATEN ISLAND,Summer,73,4,2,84,0,Low
